-4.0000	8.0964e-26	3.9540e-07
-4.0000	7.4002e-25	3.0974e-07
-4.0000	2.0470e-25	4.1562e-07
-4.0000	4.4096e-24	1.9928e-07
-4.0000	3.6934e-24	3.6462e-07
-4.0000	2.7355e-21	3.3860e-07
-4.0000	3.9594e-25	2.4464e-07
-4.0000	4.1148e-22	3.4288e-07
-4.0000	5.7354e-24	4.9283e-07
-4.0000	3.8883e-23	3.3547e-07
-4.0000	1.3338e-23	2.5611e-07
-4.0000	3.4842e-21	2.0497e-07
-4.0000	1.6534e-21	3.1482e-07
-4.0000	2.4367e-22	2.6804e-07
-4.0000	8.7996e-22	3.0725e-07
-4.0000	1.7459e-25	2.3919e-07
-4.0000	1.0008e-25	4.1913e-07
-4.0000	9.6752e-23	9.3899e-08
-4.0000	5.0115e-21	4.6267e-07
-4.0000	2.6176e-25	1.4851e-07
-4.0000	1.5777e-24	1.3034e-07
-4.0000	2.9665e-24	1.3032e-07
-4.0000	1.9674e-21	4.3806e-07
-4.0000	5.4614e-25	4.4978e-07
-4.0000	2.7248e-23	4.9542e-07
-4.0000	1.3941e-21	1.5509e-07
