-3.5548	1.2584e-22	3.0321e-07
-2.3272	1.0109e-18	1.6136e-07
-2.5803	5.3536e-21	2.7022e-07
-5.9162	2.1627e-20	1.0051e-07
-4.9443	7.2736e-24	3.4290e-07
-6.0535	9.4145e-20	4.2476e-07
-5.5318	1.2715e-19	2.4683e-07
-6.5580	7.4153e-23	2.3597e-07
-4.0639	1.6127e-25	4.8759e-07
-4.2225	1.9819e-24	4.0468e-07
-1.4554	7.6188e-23	4.5571e-07
-4.3309	7.9887e-19	3.5389e-07
-4.0521	9.2031e-22	1.5419e-07
-5.8507	4.0525e-25	3.4875e-07
-4.4508	2.6902e-24	3.6533e-07
-3.1612	3.3220e-19	2.0556e-07
-1.2707	3.2967e-20	3.9423e-07
-3.1236	5.2778e-25	4.4483e-07
-4.9789	8.0718e-21	3.1513e-07
-5.9664	6.9294e-23	3.9617e-07
-4.5043	6.1365e-21	4.9225e-07
-5.2547	2.2620e-25	4.4203e-07
-6.3520	2.5591e-25	9.7904e-08
-2.3097	7.6257e-22	2.7786e-07
-3.3508	6.8368e-25	3.8617e-07
-2.1718	1.1590e-24	1.7587e-07
