-5.1068	8.4165e-25	4.9580e-07
-2.0156	2.5637e-26	3.6291e-07
-7.3254	4.2461e-22	1.7832e-07
-6.8117	4.8974e-21	3.4774e-07
-2.0252	1.5423e-23	3.9811e-07
-6.8953	4.8933e-22	4.7493e-07
-5.8402	1.9173e-22	4.2649e-07
-2.0818	5.9499e-21	4.3689e-07
-6.0370	5.7379e-25	3.5800e-07
-3.0533	1.5571e-23	2.2565e-07
-1.7508	1.0026e-24	1.3956e-07
-7.8105	6.4457e-25	1.1675e-07
-4.3161	1.7166e-23	1.9977e-07
-2.4900	3.3729e-22	2.0208e-07
-7.3655	3.3223e-21	3.2654e-07
-3.7342	8.5739e-26	2.0281e-07
-6.6127	1.6011e-23	3.4845e-07
-7.6474	4.3732e-24	4.5469e-07
-1.7943	9.4309e-25	2.5484e-07
-7.5971	1.8461e-26	3.2396e-07
-3.3444	1.9532e-26	1.6938e-07
-0.6561	4.1776e-24	2.7071e-07
-2.8343	1.7174e-22	2.2169e-07
-3.1510	1.2405e-25	4.9972e-07
-2.5280	4.9342e-26	1.4499e-07
-2.5237	2.7948e-24	1.2065e-07
