-5.1068	1.1052e-23	4.9580e-07
-2.0156	1.4569e-21	3.6291e-07
-7.3254	9.9472e-23	1.7832e-07
-6.8117	4.5180e-21	3.4774e-07
-2.0252	4.0659e-21	3.9811e-07
-6.8953	7.4173e-27	4.7493e-07
-5.8402	1.2850e-21	4.2649e-07
-2.0818	3.9090e-27	4.3689e-07
-6.0370	5.0254e-21	3.5800e-07
-3.0533	4.0410e-24	2.2565e-07
-1.7508	3.3648e-27	1.3956e-07
-7.8105	1.0091e-20	1.1675e-07
-4.3161	9.4359e-23	1.9977e-07
-2.4900	1.0099e-21	2.0208e-07
-7.3655	2.7345e-24	3.2654e-07
-3.7342	8.4640e-27	2.0281e-07
-6.6127	3.5924e-27	3.4845e-07
-7.6474	4.2369e-23	4.5469e-07
-1.7943	8.4090e-23	2.5484e-07
-7.5971	3.2386e-22	3.2396e-07
-3.3444	7.1805e-27	1.6938e-07
-0.6561	3.5299e-24	2.7071e-07
-2.8343	9.7199e-23	2.2169e-07
-3.1510	5.4950e-25	4.9972e-07
-2.5280	4.3804e-26	1.4499e-07
-2.5237	4.7755e-25	1.2065e-07
