-5.1068	2.0656e-28	4.9580e-07
-2.0156	3.8076e-25	3.6291e-07
-7.3254	2.5274e-18	1.7832e-07
-6.8117	8.9078e-23	3.4774e-07
-2.0252	1.0054e-18	3.9811e-07
-6.8953	3.1331e-20	4.7493e-07
-5.8402	1.3276e-21	4.2649e-07
-2.0818	5.7060e-24	4.3689e-07
-6.0370	1.5020e-17	3.5800e-07
-3.0533	3.0429e-19	2.2565e-07
-1.7508	5.1141e-26	1.3956e-07
-7.8105	2.5410e-28	1.1675e-07
-4.3161	1.8616e-22	1.9977e-07
-2.4900	8.3066e-29	2.0208e-07
-7.3655	1.0011e-20	3.2654e-07
-3.7342	1.3752e-27	2.0281e-07
-6.6127	5.9146e-23	3.4845e-07
-7.6474	1.0031e-26	4.5469e-07
-1.7943	5.7697e-29	2.5484e-07
-7.5971	6.6612e-21	3.2396e-07
-3.3444	5.3480e-20	1.6938e-07
-0.6561	3.0464e-24	2.7071e-07
-2.8343	1.4096e-21	2.2169e-07
-3.1510	2.8965e-19	4.9972e-07
-2.5280	2.7869e-26	1.4499e-07
-2.5237	3.9907e-28	1.2065e-07
