-3.3409	1.0000e-23	2.1091e-07
-2.9599	1.0000e-23	3.4070e-07
-6.3985	1.0000e-23	4.2488e-07
-0.4076	1.0000e-23	1.6582e-07
-1.8250	1.0000e-23	3.8255e-07
-6.0256	1.0000e-23	2.1603e-07
-1.5904	1.0000e-23	2.2156e-07
-2.0588	1.0000e-23	1.8523e-07
-6.4747	1.0000e-23	4.3315e-07
-7.1806	1.0000e-23	1.1476e-07
-6.5814	1.0000e-23	3.2723e-07
-2.8448	1.0000e-23	4.2610e-07
-6.9147	1.0000e-23	2.4241e-07
-3.8229	1.0000e-23	3.1169e-07
-1.2473	1.0000e-23	2.5338e-07
-3.2500	1.0000e-23	3.5898e-07
-2.8079	1.0000e-23	1.0453e-07
-7.3553	1.0000e-23	1.4973e-07
-2.3476	1.0000e-23	3.0172e-07
-7.5815	1.0000e-23	2.1397e-07
-6.2747	1.0000e-23	2.7368e-07
-6.7787	1.0000e-23	9.3896e-08
-2.6183	1.0000e-23	4.4485e-07
-7.1724	1.0000e-23	2.3739e-07
-5.0486	1.0000e-23	1.7065e-07
-3.1932	1.0000e-23	1.9105e-07
