-5.7432	8.9524e-23	2.6951e-07
-3.0487	7.5790e-24	3.2731e-07
-4.4271	2.2624e-22	1.7964e-07
-5.9836	7.6340e-23	1.7493e-07
-4.3425	1.6498e-23	4.2546e-07
-5.7271	2.7061e-24	3.2168e-07
-5.7388	4.3961e-23	2.2820e-07
-2.4349	8.6149e-24	3.6467e-07
-3.5590	9.5368e-24	2.3775e-07
-3.2026	1.0730e-24	3.7792e-07
-2.8024	1.8981e-22	1.7487e-07
-4.6147	1.5397e-24	9.0228e-08
-4.0012	4.0470e-25	3.0800e-07
-2.4486	7.0239e-25	2.0285e-07
-4.7338	1.0865e-23	2.7321e-07
-4.6142	1.5329e-23	2.8798e-07
-4.5858	2.1645e-24	1.1140e-07
-2.0843	9.1030e-25	1.0576e-07
-4.3538	4.7353e-25	1.3622e-07
-2.0302	5.5578e-25	2.2748e-07
-5.5795	4.1007e-25	2.1349e-07
-5.4347	2.5602e-23	2.9293e-07
-3.1305	1.5739e-22	3.8604e-07
-5.3315	1.3898e-23	1.7723e-07
-3.6289	9.4582e-23	2.2477e-07
-2.4395	3.0596e-24	2.4895e-07
