-4.3626	1.1047e-26	2.3234e-07
-3.7163	1.3762e-20	4.7105e-07
-4.3434	5.4323e-26	2.8888e-07
-4.0054	2.8476e-26	3.3015e-07
-3.7915	2.0801e-26	3.0450e-07
-4.7890	8.8548e-20	4.6799e-07
-3.3022	9.5457e-29	3.4731e-07
-3.2701	4.8158e-23	2.1125e-07
-3.6875	8.6226e-26	3.2261e-07
-3.3563	3.2640e-29	3.2278e-07
-3.7994	3.1293e-27	2.7183e-07
-4.4248	2.3784e-26	2.9032e-07
-4.1135	3.1853e-25	4.0430e-07
-3.2339	1.5053e-26	2.3981e-07
-4.1488	4.8181e-22	4.8210e-07
-4.1447	1.7422e-19	3.0731e-07
-4.1391	1.5391e-27	3.3591e-07
-3.2214	4.9451e-28	1.8525e-07
-4.4065	4.6562e-25	4.1016e-07
-4.0529	4.4510e-29	4.5947e-07
-3.6231	2.5537e-19	1.9767e-07
-3.9968	1.8002e-22	3.3337e-07
-3.8928	1.6483e-22	2.9835e-07
-3.2400	3.8152e-22	1.2553e-07
-4.1853	3.2470e-23	3.4085e-07
-3.2577	2.9731e-29	3.1230e-07
